date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:41	9574/9574	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2013:33:06%20GMT	https://www.wadhefa.com/icons/152x152.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/icons/152x152.png	(from https://www.wadhefa.com/)
12:51:41	10368/10368	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2013:33:06%20GMT	https://www.wadhefa.com/icons/167x167.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/icons/167x167.png	(from https://www.wadhefa.com/)
12:51:41	10733/10733	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2013:33:06%20GMT	https://www.wadhefa.com/icons/180x180.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/icons/180x180.png	(from https://www.wadhefa.com/)
12:51:41	10933/10933	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2013:33:06%20GMT	https://www.wadhefa.com/icons/192x192.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/icons/192x192.png	(from https://www.wadhefa.com/)
12:51:42	8529/8529	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2013:33:06%20GMT	https://www.wadhefa.com/icons/128x128.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/icons/128x128.png	(from https://www.wadhefa.com/)
12:51:42	77477/77477	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:42%20GMT	https://www.wadhefa.com/english/index/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/english/index/index.html	(from https://www.wadhefa.com/)
12:51:42	44829/44829	---M--	200	added ('OK')	text/javascript	etag:6375887886369896696	https://pagead2.googlesyndication.com/pagead/show_ads.js	C:/My%20Web%20Sites/wadhefa/pagead2.googlesyndication.com/pagead/f.txt	(from https://www.wadhefa.com/)
12:51:43	76716/76716	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:42%20GMT	https://www.wadhefa.com/index.php	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/index-2.html	(from https://www.wadhefa.com/)
12:51:44	27961/27961	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:43%20GMT	https://www.wadhefa.com/about_us/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/about_us/index.html	(from https://www.wadhefa.com/)
12:51:45	32478/32478	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:44%20GMT	https://www.wadhefa.com/employers_home/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/employers_home/index.html	(from https://www.wadhefa.com/)
12:51:46	84024/84024	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:44%20GMT	https://www.wadhefa.com/jobseeker/registration/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobseeker/registration/index.html	(from https://www.wadhefa.com/)
12:51:46	76713/76713	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:44%20GMT	https://www.wadhefa.com/index/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/index/index.html	(from https://www.wadhefa.com/)
12:51:47	29038/29038	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:46%20GMT	https://www.wadhefa.com/support/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/support/index.html	(from https://www.wadhefa.com/)
12:51:48	37378/37378	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:47%20GMT	https://www.wadhefa.com/faq/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/faq/index.html	(from https://www.wadhefa.com/)
12:51:49	123076/123076	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:47%20GMT	https://www.wadhefa.com/jobfind.php?vt=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindada4.html	(from https://www.wadhefa.com/)
12:51:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:51:47%20GMT	https://www.wadhefa.com/news/19599/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19599/index.html	(from https://www.wadhefa.com/)
12:51:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:51:48%20GMT	https://www.wadhefa.com/news/18331/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/18331/index.html	(from https://www.wadhefa.com/)
12:51:52	30750/30750	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:49%20GMT	https://www.wadhefa.com/news.php	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news.html	(from https://www.wadhefa.com/)
12:51:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:51:50%20GMT	https://www.wadhefa.com/news/19590/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19590/index.html	(from https://www.wadhefa.com/)
12:51:53	28825/28825	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:53%20GMT	https://www.wadhefa.com/forgot_passwords/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/forgot_passwords/index.html	(from https://www.wadhefa.com/)
12:51:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:51:51%20GMT	https://www.wadhefa.com/news/19643/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19643/index.html	(from https://www.wadhefa.com/)
12:51:54	51198/51198	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:54%20GMT	https://www.wadhefa.com/search_jobs/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/search_jobs/index.html	(from https://www.wadhefa.com/)
12:51:56	51046/51046	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:54%20GMT	https://www.wadhefa.com/details/job/87898/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87898/index.html	(from https://www.wadhefa.com/)
12:51:57	34657/34657	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:55%20GMT	https://www.wadhefa.com/details/company/26071	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/26071.html	(from https://www.wadhefa.com/)
12:51:57	25702/25702	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Apr%202023%2003:04:47%20GMT	https://www.wadhefa.com/logo/27294.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/27294.png	(from https://www.wadhefa.com/)
12:51:57	192752/192752	---M--	200	added ('OK')	text/javascript	etag:12097411655041993780	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/wadhefa/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.wadhefa.com/)
12:51:58	51709/51709	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:57%20GMT	https://www.wadhefa.com/details/job/87897/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87897/index.html	(from https://www.wadhefa.com/)
12:51:58	12896/12896	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Apr%202025%2009:40:30%20GMT	https://www.wadhefa.com/logo/26071.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/26071.png	(from https://www.wadhefa.com/)
12:51:58	51560/51560	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:58%20GMT	https://www.wadhefa.com/details/job/87896/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87896/index.html	(from https://www.wadhefa.com/)
12:51:58	51495/51495	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:58%20GMT	https://www.wadhefa.com/details/job/87855/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87855/index.html	(from https://www.wadhefa.com/)
12:51:59	52297/52297	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:58%20GMT	https://www.wadhefa.com/details/job/87851/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87851/index.html	(from https://www.wadhefa.com/)
12:51:59	49270/49270	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:58%20GMT	https://www.wadhefa.com/details/job/87869/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87869/index.html	(from https://www.wadhefa.com/)
12:51:59	30783/30783	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2019:53:13%20GMT	https://www.wadhefa.com/logo/24668.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/24668.png	(from https://www.wadhefa.com/)
12:51:59	55911/55911	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:58%20GMT	https://www.wadhefa.com/details/job/87801/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87801/index.html	(from https://www.wadhefa.com/)
12:51:59	51532/51532	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:59%20GMT	https://www.wadhefa.com/details/job/87785/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87785/index.html	(from https://www.wadhefa.com/)
12:51:59	20703/20703	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2019:56:10%20GMT	https://www.wadhefa.com/logo/29925.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/29925.png	(from https://www.wadhefa.com/)
12:52:00	48840/48840	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:51:59%20GMT	https://www.wadhefa.com/details/job/87930/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87930/index.html	(from https://www.wadhefa.com/)
12:52:00	50995/50995	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:00%20GMT	https://www.wadhefa.com/details/job/87929/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87929/index.html	(from https://www.wadhefa.com/)
12:52:00	33060/33060	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:00%20GMT	https://www.wadhefa.com/details/company/30293	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/30293.html	(from https://www.wadhefa.com/)
12:52:01	52014/52014	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:00%20GMT	https://www.wadhefa.com/details/job/87928/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87928/index.html	(from https://www.wadhefa.com/)
12:52:01	21871/21871	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2019:49:27%20GMT	https://www.wadhefa.com/logo/30293.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/30293.png	(from https://www.wadhefa.com/)
12:52:01	51298/51298	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:00%20GMT	https://www.wadhefa.com/details/job/87927/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87927/index.html	(from https://www.wadhefa.com/)
12:52:01	35128/35128	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:01%20GMT	https://www.wadhefa.com/details/job/87926/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87926/index.html	(from https://www.wadhefa.com/)
12:52:01	33186/33186	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:01%20GMT	https://www.wadhefa.com/details/company/29564	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/29564.html	(from https://www.wadhefa.com/)
12:52:02	50906/50906	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:01%20GMT	https://www.wadhefa.com/details/job/87925/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87925/index.html	(from https://www.wadhefa.com/)
12:52:02	51327/51327	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:01%20GMT	https://www.wadhefa.com/details/job/87923/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87923/index.html	(from https://www.wadhefa.com/)
12:52:02	7998/7998	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2019:58:51%20GMT	https://www.wadhefa.com/logo/29564.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/29564.png	(from https://www.wadhefa.com/)
12:52:02	52208/52208	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:02%20GMT	https://www.wadhefa.com/details/job/87922/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/job/87922/index.html	(from https://www.wadhefa.com/)
12:52:02	33384/33384	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:02%20GMT	https://www.wadhefa.com/details/company/33132	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/33132.html	(from https://www.wadhefa.com/)
12:52:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:02%20GMT	https://www.wadhefa.com/news/19660/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19660/index.html	(from https://www.wadhefa.com/)
12:52:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:02%20GMT	https://www.wadhefa.com/news/19659/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19659/index.html	(from https://www.wadhefa.com/)
12:52:03	19810/19810	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Apr%202025%2017:17:42%20GMT	https://www.wadhefa.com/logo/33132.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/33132.png	(from https://www.wadhefa.com/)
12:52:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:03%20GMT	https://www.wadhefa.com/news/19658/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19658/index.html	(from https://www.wadhefa.com/)
12:52:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:03%20GMT	https://www.wadhefa.com/news/19657/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19657/index.html	(from https://www.wadhefa.com/)
12:52:03	33293/33293	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:03%20GMT	https://www.wadhefa.com/details/company/24771	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/24771.html	(from https://www.wadhefa.com/)
12:52:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:03%20GMT	https://www.wadhefa.com/news/19656/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19656/index.html	(from https://www.wadhefa.com/)
12:52:04	20200/20200	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2020:06:17%20GMT	https://www.wadhefa.com/logo/24771.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/24771.png	(from https://www.wadhefa.com/)
12:52:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:04%20GMT	https://www.wadhefa.com/news/19655/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19655/index.html	(from https://www.wadhefa.com/)
12:52:04	12642/12642	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2020:13:06%20GMT	https://www.wadhefa.com/logo/23124.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/23124.png	(from https://www.wadhefa.com/)
12:52:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:04%20GMT	https://www.wadhefa.com/news/19654/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19654/index.html	(from https://www.wadhefa.com/)
12:52:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:04%20GMT	https://www.wadhefa.com/news/19653/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19653/index.html	(from https://www.wadhefa.com/)
12:52:04	18087/18087	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2020:15:53%20GMT	https://www.wadhefa.com/logo/30264.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/30264.png	(from https://www.wadhefa.com/)
12:52:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:04%20GMT	https://www.wadhefa.com/news/19652/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19652/index.html	(from https://www.wadhefa.com/)
12:52:05	15287/15287	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2020:18:49%20GMT	https://www.wadhefa.com/logo/30263.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/30263.png	(from https://www.wadhefa.com/)
12:52:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:05%20GMT	https://www.wadhefa.com/news/19651/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19651/index.html	(from https://www.wadhefa.com/)
12:52:05	20176/20176	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Apr%202023%2020:27:36%20GMT	https://www.wadhefa.com/logo/29159.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/29159.png	(from https://www.wadhefa.com/)
12:52:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:05%20GMT	https://www.wadhefa.com/news/19650/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19650/index.html	(from https://www.wadhefa.com/)
12:52:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Oct%202025%2009:52:05%20GMT	https://www.wadhefa.com/news/19649/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/news/19649/index.html	(from https://www.wadhefa.com/)
12:52:06	13637/13637	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Feb%202018%2005:37:48%20GMT	https://www.wadhefa.com/logo/15802.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/15802.png	(from https://www.wadhefa.com/)
12:52:06	33022/33022	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:06%20GMT	https://www.wadhefa.com/details/company/27294/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/27294/index.html	(from https://www.wadhefa.com/)
12:52:06	35495/35495	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:06%20GMT	https://www.wadhefa.com/details/company/24668/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/24668/index.html	(from https://www.wadhefa.com/)
12:52:06	9706/9706	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Aug%202018%2009:05:25%20GMT	https://www.wadhefa.com/logo/15867.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/15867.png	(from https://www.wadhefa.com/)
12:52:07	33324/33324	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:06%20GMT	https://www.wadhefa.com/details/company/29925/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/29925/index.html	(from https://www.wadhefa.com/)
12:52:07	13071/13071	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Mar%202018%2010:24:00%20GMT	https://www.wadhefa.com/logo/16686.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/16686.png	(from https://www.wadhefa.com/)
12:52:08	33194/33194	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:07%20GMT	https://www.wadhefa.com/details/company/23124/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/23124/index.html	(from https://www.wadhefa.com/)
12:52:08	33751/33751	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:07%20GMT	https://www.wadhefa.com/details/company/30264/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/30264/index.html	(from https://www.wadhefa.com/)
12:52:08	33513/33513	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:08%20GMT	https://www.wadhefa.com/details/company/29159/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/29159/index.html	(from https://www.wadhefa.com/)
12:52:08	34793/34793	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:08%20GMT	https://www.wadhefa.com/details/company/10914/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/10914/index.html	(from https://www.wadhefa.com/)
12:52:08	7511/7511	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Aug%202018%2009:01:11%20GMT	https://www.wadhefa.com/logo/13461.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/13461.png	(from https://www.wadhefa.com/)
12:52:09	34551/34551	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:08%20GMT	https://www.wadhefa.com/details/company/10429/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/10429/index.html	(from https://www.wadhefa.com/)
12:52:09	34238/34238	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:08%20GMT	https://www.wadhefa.com/details/company/30263/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/30263/index.html	(from https://www.wadhefa.com/)
12:52:09	34268/34268	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:08%20GMT	https://www.wadhefa.com/details/company/15867/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/15867/index.html	(from https://www.wadhefa.com/)
12:52:09	33458/33458	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:08%20GMT	https://www.wadhefa.com/details/company/15802/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/15802/index.html	(from https://www.wadhefa.com/)
12:52:09	20365/20365	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Feb%202018%2013:08:32%20GMT	https://www.wadhefa.com/logo/15181.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/15181.png	(from https://www.wadhefa.com/)
12:52:09	33939/33939	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:09%20GMT	https://www.wadhefa.com/details/company/16686/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/16686/index.html	(from https://www.wadhefa.com/)
12:52:09	16550/16550	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Mar%202018%2007:11:16%20GMT	https://www.wadhefa.com/logo/15589.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/15589.png	(from https://www.wadhefa.com/)
12:52:10	33578/33578	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:09%20GMT	https://www.wadhefa.com/details/company/15635/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/15635/index.html	(from https://www.wadhefa.com/)
12:52:10	33521/33521	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:09%20GMT	https://www.wadhefa.com/details/company/13461/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/13461/index.html	(from https://www.wadhefa.com/)
12:52:10	9395/9395	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2020:13:53%20GMT	https://www.wadhefa.com//logo/16958.png	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/logo/16958.png	(from https://www.wadhefa.com/)
12:52:11	34414/34414	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:10%20GMT	https://www.wadhefa.com/details/company/15181/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/15181/index.html	(from https://www.wadhefa.com/)
12:52:11	33566/33566	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2009:52:10%20GMT	https://www.wadhefa.com/details/company/15589/	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/details/company/15589/index.html	(from https://www.wadhefa.com/)
